sdz21_code,loneliness_zscore,rank,deciles
N21000423,-0.4427219605087051,351.0,4.0
N21000424,-0.3147315944199729,380.0,4.0
N21000425,-0.5074632194004114,332.0,3.0
N21000426,-0.5008472389989493,333.0,3.0
N21000427,-0.5802592275392771,303.0,3.0
N21000428,-0.860187262376509,229.0,2.0
N21000429,-0.4396568789709521,353.0,4.0
N21000430,-0.6014200180133684,291.0,3.0
N21000431,-0.3737175778113227,371.0,4.0
N21000432,-0.821356294901824,238.0,2.0
N21000433,-0.5197706903212345,326.0,3.0
N21000434,-0.5258901619144293,324.0,3.0
N21000435,-0.41000249513769765,362.0,4.0
N21000436,-0.46304761635443625,345.0,4.0
N21000437,0.5118306921790927,524.0,6.0
N21000438,0.22054263398005808,481.0,5.0
N21000439,-0.39481261820367003,367.0,4.0
N21000440,0.2617684872054625,492.0,5.0
N21000441,-0.5635496748820965,309.0,3.0
N21000442,-0.20424759573182422,404.0,4.0
N21000443,1.5146436175842677,678.0,8.0
N21000444,-0.12608336731067327,424.0,4.0
N21000445,0.612699654050957,538.0,6.0
N21000446,1.4568918949913021,670.0,7.0
N21000447,0.8516805781561411,581.0,6.0
N21000448,0.8190163277053855,574.0,6.0
N21000449,0.9674588577056146,601.0,7.0
N21000450,0.9786922456697609,603.0,7.0
N21000451,1.293735422204393,640.0,7.0
N21000452,1.212650789100729,624.0,7.0
N21000453,2.0533507537458653,751.0,8.0
N21000454,1.236914055851634,629.0,7.0
N21000455,1.5047869381726064,675.0,7.0
N21000456,1.2956353713352702,641.0,7.0
N21000457,0.7196222176634121,552.0,6.0
N21000458,0.9261289727747397,593.0,6.0
N21000459,1.960175482834816,742.0,8.0
N21000460,0.13129489001020941,463.0,5.0
N21000461,0.6414513359451018,543.0,6.0
N21000462,1.3846014276196401,661.0,7.0
N21000463,0.8805579064630207,587.0,6.0
N21000464,1.5365539725437578,679.0,8.0
N21000465,1.656753499537192,708.0,8.0
N21000466,1.538532245263572,680.0,8.0
N21000467,1.9501978000075588,741.0,8.0
N21000468,4.584105176611901,847.0,9.0
N21000469,4.303851427778735,846.0,9.0
N21000470,3.60474376601105,838.0,9.0
N21000471,3.82294950844191,843.0,9.0
N21000472,3.0407918192898737,818.0,9.0
N21000473,2.6506270020378713,795.0,9.0
N21000474,2.9388323741522417,816.0,9.0
N21000475,2.563575964817193,789.0,9.0
N21000476,2.6324964332746483,793.0,9.0
N21000477,2.8301746541915898,809.0,9.0
N21000478,2.618402158701846,792.0,9.0
N21000479,2.641701994260622,794.0,9.0
N21000480,2.4112381510361316,777.0,9.0
N21000481,2.8275060987940943,807.0,9.0
N21000482,0.7999149819834258,570.0,6.0
N21000483,2.7533027047313587,804.0,9.0
N21000484,1.4375174513760436,665.0,7.0
N21000485,3.9870055596036216,845.0,9.0
N21000486,2.742830503613174,803.0,9.0
N21000487,1.6470608017259114,706.0,8.0
N21000488,2.251279488237115,767.0,9.0
N21000489,0.11170128674938308,457.0,5.0
N21000490,-0.7546638548660992,251.0,2.0
N21000491,-0.10033284705335326,431.0,5.0
N21000492,-0.6893429822195701,269.0,3.0
N21000493,0.5201739305122726,526.0,6.0
N21000494,0.6705644984363456,547.0,6.0
N21000495,0.7762524403015046,564.0,6.0
N21000496,2.002949699223462,747.0,8.0
N21000497,1.2464544188370663,633.0,7.0
N21000498,0.8165966073329943,573.0,6.0
N21000499,1.6518472920922875,707.0,8.0
N21000500,3.071097022143142,820.0,9.0
N21000501,1.149092103109705,620.0,7.0
N21000502,2.770749756700534,805.0,9.0
N21000503,1.4376378266499144,666.0,7.0
N21000504,1.451270730050234,669.0,7.0
N21000505,2.0665632526777173,754.0,8.0
N21000506,1.2395583088376456,631.0,7.0
N21000507,2.045732174543815,749.0,8.0
N21000508,0.8881612710013495,588.0,6.0
N21000509,1.9169539693524156,738.0,8.0
N21000510,0.8380675716252275,578.0,6.0
N21000511,-0.9894249686581871,211.0,2.0
N21000512,-1.2436821392395965,174.0,2.0
N21000513,0.7720075091867443,563.0,6.0
N21000514,0.92331549294673,592.0,6.0
N21000515,-2.419481389509848,48.0,0.0
N21000516,-2.440309830242177,46.0,0.0
N21000517,-0.2713668513015809,391.0,4.0
N21000518,0.3419135336399726,503.0,5.0
N21000519,-1.425639618002075,151.0,1.0
N21000520,-0.4050133864541331,364.0,4.0
N21000521,-1.019763155807148,210.0,2.0
N21000522,-1.3041475216497382,170.0,1.0
N21000523,-0.5543240786392436,313.0,3.0
N21000524,-0.8093026331437511,242.0,2.0
N21000525,-0.4274397545320664,356.0,4.0
N21000526,-0.9525105268795995,216.0,2.0
N21000527,-1.4203732852473725,153.0,1.0
N21000528,-0.8787515883128901,225.0,2.0
N21000529,-1.1991910187686259,182.0,2.0
N21000530,-1.2107982814457205,181.0,2.0
N21000531,-0.6529598605809832,277.0,3.0
N21000532,-1.3671615951573424,163.0,1.0
N21000533,-0.7523576769556622,252.0,2.0
N21000534,-0.6162512950919034,287.0,3.0
N21000535,-0.8658788820952162,228.0,2.0
N21000536,-1.6881309703784244,121.0,1.0
N21000537,-1.367640415080821,162.0,1.0
N21000538,-1.4518154221419726,147.0,1.0
N21000539,-1.2851744892942856,171.0,2.0
N21000540,-1.12808143313474,189.0,2.0
N21000541,-1.0681749195257348,201.0,2.0
N21000542,-0.7170662409405191,263.0,3.0
N21000543,-0.671302427860001,274.0,3.0
N21000544,-0.7497529541167417,255.0,3.0
N21000545,-0.3076629322380987,383.0,4.0
N21000546,-1.0392650197623228,207.0,2.0
N21000547,-0.5986907576392302,293.0,3.0
N21000548,-0.7751481737017546,250.0,2.0
N21000549,-1.2543659795320294,173.0,2.0
N21000550,-1.1208549731951183,192.0,2.0
N21000551,-0.2854324882362696,389.0,4.0
N21000552,0.917120969518913,591.0,6.0
N21000553,-0.5951443471476926,296.0,3.0
N21000554,-0.17730176863129787,409.0,4.0
N21000555,-0.6222326768659647,286.0,3.0
N21000556,-0.6754500475347034,271.0,3.0
N21000557,-0.5976301120108546,294.0,3.0
N21000558,-0.9721765509442787,213.0,2.0
N21000559,-1.5935801930762894,132.0,1.0
N21000560,-1.5917158737886585,133.0,1.0
N21000561,-1.120154456234333,193.0,2.0
N21000562,2.5205177805954007,784.0,9.0
N21000563,1.5611794768734468,688.0,8.0
N21000564,2.710109915112878,801.0,9.0
N21000565,2.4503157202153325,778.0,9.0
N21000566,2.1614046846219437,759.0,8.0
N21000567,1.580529380451312,692.0,8.0
N21000568,2.0594953758374666,752.0,8.0
N21000569,1.2080910732456593,623.0,7.0
N21000570,0.12957155518493058,461.0,5.0
N21000571,-0.8754329774721974,226.0,2.0
N21000572,-2.0491344333392854,77.0,0.0
N21000573,-2.143595470605741,67.0,0.0
N21000574,-1.922920515311782,90.0,1.0
N21000575,-0.5264452564526908,323.0,3.0
N21000576,2.400641031154412,775.0,9.0
N21000577,-1.667591847418625,126.0,1.0
N21000578,-1.8804215617940527,94.0,1.0
N21000579,-1.5860770024981978,136.0,1.0
N21000580,0.5996882753669839,536.0,6.0
N21000581,1.8331331144768648,727.0,8.0
N21000582,2.800272591499435,806.0,9.0
N21000583,1.759461169207873,721.0,8.0
N21000584,2.1620358755581353,760.0,8.0
N21000585,2.455952023701542,780.0,9.0
N21000586,3.2288421967510335,823.0,9.0
N21000587,2.889326089615339,813.0,9.0
N21000588,2.300882627063907,771.0,9.0
N21000589,2.526438490653052,786.0,9.0
N21000590,2.83988116632338,810.0,9.0
N21000591,-1.8050299528901337,99.0,1.0
N21000592,0.023971208163186337,449.0,5.0
N21000593,-0.14910269383723868,415.0,4.0
N21000594,-1.272173493165494,172.0,2.0
N21000595,-0.49228869436721623,335.0,3.0
N21000596,-0.6419269076525668,281.0,3.0
N21000597,2.4617140264176776,781.0,9.0
N21000598,1.7422762909587852,717.0,8.0
N21000599,2.923974429034916,815.0,9.0
N21000600,1.327748556368423,648.0,7.0
N21000601,-1.8556536174596576,97.0,1.0
N21000602,-1.4842065061675784,145.0,1.0
N21000603,-2.2315942896271697,63.0,0.0
N21000604,-2.4509229824652414,45.0,0.0
N21000605,-2.4763932938770306,39.0,0.0
N21000606,-2.49108490509885,37.0,0.0
N21000607,-2.370557687904927,54.0,0.0
N21000608,-2.518706879774487,35.0,0.0
N21000609,-2.5645438686047375,32.0,0.0
N21000610,-2.4089057063789987,50.0,0.0
N21000611,-2.4672104630648266,40.0,0.0
N21000612,-2.4889081846226637,38.0,0.0
N21000613,-2.3526541965454797,56.0,0.0
N21000614,-1.9513414796010813,83.0,0.0
N21000615,-1.7794849558576682,102.0,1.0
N21000616,-1.6347008172963202,129.0,1.0
N21000617,-0.795918220584696,247.0,2.0
N21000618,-0.8013505276665076,244.0,2.0
N21000619,-1.9304088493317904,88.0,1.0
N21000620,-1.4162091285298055,156.0,1.0
N21000621,-1.559594160935612,140.0,1.0
N21000622,-2.680603255740065,29.0,0.0
N21000623,-2.464978937993049,42.0,0.0
N21000624,-2.3570992557071504,55.0,0.0
N21000625,-3.114534795669217,18.0,0.0
N21000626,-2.3931874715132606,52.0,0.0
N21000627,-1.7654524309582793,106.0,1.0
N21000628,-1.7527359485537473,108.0,1.0
N21000629,-2.4543006578553173,44.0,0.0
N21000630,-2.160872115879036,66.0,0.0
N21000631,-2.7608864249143696,26.0,0.0
N21000632,-2.726805120521726,28.0,0.0
N21000633,-1.5894745684364076,134.0,1.0
N21000634,-0.5389295977355607,318.0,3.0
N21000635,-0.14240437137434994,419.0,4.0
N21000636,-0.3061566841529498,385.0,4.0
N21000637,-2.5588707048991584,33.0,0.0
N21000638,-2.4343272085955183,47.0,0.0
N21000639,-1.0954655363754406,197.0,2.0
N21000640,-2.4550227072192845,43.0,0.0
N21000641,-1.4425913200832077,148.0,1.0
N21000642,-1.4411483856744265,149.0,1.0
N21000643,-0.7770933303538694,249.0,2.0
N21000644,-1.4004281871450088,158.0,1.0
N21000645,-1.4246455778481126,152.0,1.0
N21000646,-3.125285702353243,15.0,0.0
N21000647,-0.4074702084029196,363.0,4.0
N21000648,-0.5781125540676096,305.0,3.0
N21000649,-1.3559659597543183,164.0,1.0
N21000650,-0.49253304757739663,334.0,3.0
N21000651,0.23592565771604754,483.0,5.0
N21000652,0.4031603359916292,513.0,6.0
N21000653,0.2780826119807094,494.0,5.0
N21000654,0.13236421790900638,464.0,5.0
N21000655,1.6916738838930496,714.0,8.0
N21000656,1.1519623418243599,621.0,7.0
N21000657,1.4496454007990982,668.0,7.0
N21000658,-0.11031520905000645,428.0,5.0
N21000659,0.657781822900378,545.0,6.0
N21000660,0.6329240871807159,541.0,6.0
N21000661,0.10605568192089901,456.0,5.0
N21000662,3.895896104998343,844.0,9.0
N21000663,0.6809051912083027,549.0,6.0
N21000664,1.7767846545883923,724.0,8.0
N21000665,0.6937253571733523,550.0,6.0
N21000666,0.663450242434951,546.0,6.0
N21000667,1.3496157602618006,653.0,7.0
N21000668,3.150545076752004,822.0,9.0
N21000669,2.4988084262702595,783.0,9.0
N21000670,2.408055540352187,776.0,9.0
N21000671,3.113123186684199,821.0,9.0
N21000672,2.665231926362077,797.0,9.0
N21000673,3.0671112990832126,819.0,9.0
N21000674,3.340527008748511,826.0,9.0
N21000675,3.3850081242767738,830.0,9.0
N21000676,3.4294210368042655,831.0,9.0
N21000677,3.592367166650546,837.0,9.0
N21000678,3.767034654076186,842.0,9.0
N21000679,3.565462968135197,835.0,9.0
N21000680,3.5755242845796094,836.0,9.0
N21000681,3.7055747333908613,840.0,9.0
N21000682,3.4506597324376678,833.0,9.0
N21000683,3.722677660711253,841.0,9.0
N21000684,3.639028397616388,839.0,9.0
N21000685,3.4482426041107233,832.0,9.0
N21000686,3.464643288903128,834.0,9.0
N21000687,1.8554327246837026,732.0,8.0
N21000688,0.2786272350089498,495.0,5.0
N21000689,0.3053511980902221,498.0,5.0
N21000690,2.4628151301139787,782.0,9.0
N21000691,0.6252777195355955,539.0,6.0
N21000692,0.7997869275305655,569.0,6.0
N21000693,2.107249419608194,756.0,8.0
N21000694,-1.3330370108189185,166.0,1.0
N21000695,-1.1009267115734824,195.0,2.0
N21000696,-0.4167598370947246,361.0,4.0
N21000697,-1.096668883795776,196.0,2.0
N21000698,-1.022129553000364,209.0,2.0
N21000699,-0.028642903509670522,442.0,5.0
N21000700,-0.6565956353597939,276.0,3.0
N21000701,-1.077087252954562,199.0,2.0
N21000702,-0.22977517590787977,399.0,4.0
N21000703,-1.1127598525955977,194.0,2.0
N21000704,0.11300405640125889,458.0,5.0
N21000705,-1.9008811003421524,93.0,1.0
N21000706,0.24664855389915202,488.0,5.0
N21000707,0.20536118264177095,479.0,5.0
N21000708,0.41775876618545027,517.0,6.0
N21000709,0.2597526826582007,491.0,5.0
N21000710,0.6738559664295287,548.0,6.0
N21000711,0.4220259929529947,518.0,6.0
N21000712,0.2815409425319234,496.0,5.0
N21000713,0.5552610121476491,529.0,6.0
N21000714,0.056147221030336245,452.0,5.0
N21000715,0.24174916642236133,486.0,5.0
N21000716,0.1523099764727564,468.0,5.0
N21000717,-0.00722939416797691,444.0,5.0
N21000718,0.8242921739053534,575.0,6.0
N21000719,0.25047296044329365,489.0,5.0
N21000720,-0.05651783683483997,440.0,5.0
N21000721,-0.18337449865516553,406.0,4.0
N21000722,1.5559858539009728,686.0,8.0
N21000723,-0.5127961775529944,331.0,3.0
N21000724,-0.5670727613335539,308.0,3.0
N21000725,-0.5406697063579179,317.0,3.0
N21000726,-2.4065381558998635,51.0,0.0
N21000727,-2.312376235481296,57.0,0.0
N21000728,-2.825867858001216,24.0,0.0
N21000729,-1.132830865949379,188.0,2.0
N21000730,2.5528353188222153,787.0,9.0
N21000731,2.596780054519117,790.0,9.0
N21000732,2.6953905506565516,798.0,9.0
N21000733,2.450462362827133,779.0,9.0
N21000734,2.8767621001239756,812.0,9.0
N21000735,2.166282405541646,761.0,8.0
N21000736,0.4174648107631868,516.0,6.0
N21000737,-0.5716624333701646,306.0,3.0
N21000738,-0.2063392759907846,403.0,4.0
N21000739,-0.7331556324520446,259.0,3.0
N21000740,-0.3312693818771253,378.0,4.0
N21000741,-0.3743513601027992,370.0,4.0
N21000742,0.012320042985649232,447.0,5.0
N21000743,-0.42247815292055535,358.0,4.0
N21000744,-0.9067886209419124,220.0,2.0
N21000745,0.7401365691236973,557.0,6.0
N21000746,-0.5482475154686933,316.0,3.0
N21000747,3.311940717679967,825.0,9.0
N21000748,-0.16840650960527176,411.0,4.0
N21000749,1.2146365828323586,625.0,7.0
N21000750,0.3537530177125603,507.0,5.0
N21000751,2.704668439130223,800.0,9.0
N21000752,-1.2341532806403828,178.0,2.0
N21000753,-1.0748211594302728,200.0,2.0
N21000754,-0.7783154413800714,248.0,2.0
N21000755,-0.5183225522723681,327.0,3.0
N21000756,-0.5289995140501267,322.0,3.0
N21000757,-0.6605991139936921,275.0,3.0
N21000758,-0.6520035427772968,278.0,3.0
N21000759,-1.5560270782180199,141.0,1.0
N21000760,-0.8419467900147991,234.0,2.0
N21000761,-0.4196636543337798,359.0,4.0
N21000762,1.0203371330971045,606.0,7.0
N21000763,-0.40225141923442576,365.0,4.0
N21000764,0.23288059162480937,482.0,5.0
N21000765,-0.72243635409232,262.0,3.0
N21000766,-0.5158466344708679,330.0,3.0
N21000767,-0.1167857236849442,426.0,5.0
N21000768,0.948615426658103,597.0,7.0
N21000769,2.8949405669480632,814.0,9.0
N21000770,0.7469516516790812,558.0,6.0
N21000771,-0.9241728760476285,219.0,2.0
N21000772,-0.27275119869460396,390.0,4.0
N21000773,-0.057331549636548754,439.0,5.0
N21000774,-0.30171444233843747,387.0,4.0
N21000775,0.1620506429684013,471.0,5.0
N21000776,1.6885098082124366,713.0,8.0
N21000777,0.31347542407485024,499.0,5.0
N21000778,0.7345551696602781,555.0,6.0
N21000779,1.3157846479463637,645.0,7.0
N21000780,1.2532401954376757,636.0,7.0
N21000781,1.3326772923345052,650.0,7.0
N21000782,1.2652793861069092,637.0,7.0
N21000783,1.3093572395905488,643.0,7.0
N21000784,1.374124895649608,658.0,7.0
N21000785,1.3042425335289343,642.0,7.0
N21000786,1.2853783785429436,639.0,7.0
N21000787,1.4235908833164006,664.0,7.0
N21000788,1.3405910159514618,651.0,7.0
N21000789,1.379138093671101,660.0,7.0
N21000790,0.9540377133742057,599.0,7.0
N21000791,1.1109169962107037,614.0,7.0
N21000792,1.2225633188139744,626.0,7.0
N21000793,1.1175295281667121,617.0,7.0
N21000794,0.9264622814956428,594.0,7.0
N21000795,1.3285244919878167,649.0,7.0
N21000796,1.2287150618901486,627.0,7.0
N21000797,1.6196292431953034,700.0,8.0
N21000798,2.7226657285561897,802.0,9.0
N21000799,3.3711501601655103,829.0,9.0
N21000800,2.2166054877070676,764.0,9.0
N21000801,1.5844483646844698,693.0,8.0
N21000802,3.342404240445718,828.0,9.0
N21000803,1.369665229911842,657.0,7.0
N21000804,3.340710292890214,827.0,9.0
N21000805,2.7001295264074208,799.0,9.0
N21000806,1.5432069339930916,682.0,8.0
N21000807,1.2530536978835347,635.0,7.0
N21000808,1.3448413856966899,652.0,7.0
N21000809,1.4982818872221328,674.0,7.0
N21000810,1.3957663822743567,662.0,7.0
N21000811,1.6330686565543877,704.0,8.0
N21000812,1.5144815316653009,677.0,7.0
N21000813,1.705677862764252,715.0,8.0
N21000814,1.5918890024529042,695.0,8.0
N21000815,1.574102224785272,690.0,8.0
N21000816,1.324851244698499,647.0,7.0
N21000817,1.7075274864512568,716.0,8.0
N21000818,1.543850904606833,683.0,8.0
N21000819,1.1838089271656431,622.0,7.0
N21000820,1.8423726469011865,730.0,8.0
N21000821,2.264251754158816,769.0,9.0
N21000822,2.0502622157093082,750.0,8.0
N21000823,2.267177717652812,770.0,9.0
N21000824,1.871048483323029,734.0,8.0
N21000825,1.9172590114386692,739.0,8.0
N21000826,1.6145061834686687,699.0,8.0
N21000827,1.9760792612802576,744.0,8.0
N21000828,1.6719711807116364,710.0,8.0
N21000829,1.540925577835842,681.0,8.0
N21000830,1.8377369252030527,728.0,8.0
N21000831,2.1947890174904816,763.0,9.0
N21000832,3.2634910718232075,824.0,9.0
N21000833,2.0446007688106738,748.0,8.0
N21000834,2.5543281953475483,788.0,9.0
N21000835,2.6582134577276175,796.0,9.0
N21000836,2.2250961370481117,766.0,9.0
N21000837,2.328675079260468,772.0,9.0
N21000838,2.2583617026264466,768.0,9.0
N21000839,1.8989971060158206,736.0,8.0
N21000840,1.2422985114429708,632.0,7.0
N21000841,1.8484747822998047,731.0,8.0
N21000842,1.3644415464678303,656.0,7.0
N21000843,1.5507004933032573,685.0,8.0
N21000844,1.1209968890377804,618.0,7.0
N21000845,,,
N21000846,0.5922102464752942,533.0,6.0
N21000847,,,
N21000848,,,
N21000849,0.7618099323300115,562.0,6.0
N21000850,1.3241617205863472,646.0,7.0
